ID,seed_noun,source,translation,model,to_keep,prompt,response
136,directors,"In any event, it is now obvious that the current process of reform of the Commission has not sufficiently clarified the relative responsibilities of the Directors-General and the Commissioners and has given no guarantees of respect for the golden rule of democracy: that accountability and ultimate responsibility rest with political office-holders.","Auf jeden Fall ist es nun offensichtlich, dass der aktuelle Reformprozess der Kommission die relativen Verantwortlichkeiten der Generaldirektoren und Kommissare nicht ausreichend geklärt hat und keine Garantien für die Einhaltung der goldenen Regel der Demokratie bietet: dass Rechenschaftspflicht und letztliche Verantwortung bei politischen Amtsträgern liegen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""directors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Auf jeden Fall ist es nun offensichtlich, dass der aktuelle Reformprozess der Kommission die relativen Verantwortlichkeiten der Generaldirektoren und Kommissare nicht ausreichend geklärt hat und keine Garantien für die Einhaltung der goldenen Regel der Demokratie bietet: dass Rechenschaftspflicht und letztliche Verantwortung bei politischen Amtsträgern liegen.""
",None
137,directors,"Yet, current events in the United States, and in Europe too, show us that those who preached in Wall Street, the City and elsewhere were comfortably ensconced in a sort of self-service set-up where company directors, business bankers, analysts and auditing firms gave one another a helping hand when needed.","Dennoch zeigen uns die aktuellen Ereignisse in den Vereinigten Staaten, und auch in Europa, dass diejenigen, die an der Wall Street, in der City und anderswo gepredigt haben, bequem in einer Art Selbstbedienungs-Setup eingesetzt waren, bei dem sich Unternehmensleiter, Geschäftsbanker, Analysten und Prüfungsgesellschaften gegenseitig geholfen haben, wenn es nötig war.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""directors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Dennoch zeigen uns die aktuellen Ereignisse in den Vereinigten Staaten, und auch in Europa, dass diejenigen, die an der Wall Street, in der City und anderswo gepredigt haben, bequem in einer Art Selbstbedienungs-Setup eingesetzt waren, bei dem sich Unternehmensleiter, Geschäftsbanker, Analysten und Prüfungsgesellschaften gegenseitig geholfen haben, wenn es nötig war.""
",None
138,directors,The directors of such an information system would have a great job.,"""Die Leiter eines solchen Informationssystems hätten einen tollen Job.""",gpt-3,0,N/A,N/A
139,directors,"We must create a framework in which the European Parliament, members of national parliaments and the directors of these companies can come together in a forum regularly, twice a year, with the rotating presidency of the EU to discuss matters of development and sustainability, not once in a blue moon as in Johannesburg or in Rio, but in a continuous dialogue.","Wir müssen einen Rahmen schaffen, in dem das Europäische Parlament, Mitglieder nationaler Parlamente und die Direktoren dieser Unternehmen sich regelmäßig, zweimal im Jahr, mit der rotierenden Präsidentschaft der EU in einem Forum treffen können, um Fragen der Entwicklung und Nachhaltigkeit zu diskutieren, nicht nur ab und zu wie in Johannesburg oder Rio, sondern in einem kontinuierlichen Dialog.",gpt-3,0,N/A,N/A
140,prosecutors,"Lack of knowledge of Community law amongst lawyers, judges and public prosecutors is not just a problem for the professionalism of these professions, but also a risk for the ordinary citizen, for businesses and for the functioning of the internal market.","Der Mangel an Kenntnissen des Gemeinschaftsrechts bei Anwälten, Richtern und Staatsanwälten ist nicht nur ein Problem für die Professionalität dieser Berufe, sondern auch ein Risiko für den normalen Bürger, für Unternehmen und für das Funktionieren des Binnenmarktes.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""prosecutors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Der Mangel an Kenntnissen des Gemeinschaftsrechts bei Anwälten, Richtern und Staatsanwälten ist nicht nur ein Problem für die Professionalität dieser Berufe, sondern auch ein Risiko für den normalen Bürger, für Unternehmen und für das Funktionieren des Binnenmarktes.""
",Masculine
141,prosecutors,"It is important to say this to those who are involved in carrying out the persecution - the prosecutors who conduct investigations as they are told to do, the judges who hand down unjust sentences, the directors of workplaces who fire people for their political activity, the rectors of universities who expel students for taking part in demonstrations - we should say to all of them: 'We will remember.","Es ist wichtig, dies denen zu sagen, die an der Durchführung der Verfolgung beteiligt sind - den Ermittlungsbehörden, die Untersuchungen durchführen, wie es ihnen gesagt wird, den Richtern, die ungerechte Urteile fällen, den Arbeitgebern, die Menschen aufgrund ihrer politischen Aktivität entlassen, den Universitätsrektoren, die Studenten wegen ihrer Teilnahme an Demonstrationen verweisen - wir sollten allen von ihnen sagen: ""Wir werden uns erinnern.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""prosecutors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es ist wichtig, dies denen zu sagen, die an der Durchführung der Verfolgung beteiligt sind - den Ermittlungsbehörden, die Untersuchungen durchführen, wie es ihnen gesagt wird, den Richtern, die ungerechte Urteile fällen, den Arbeitgebern, die Menschen aufgrund ihrer politischen Aktivität entlassen, den Universitätsrektoren, die Studenten wegen ihrer Teilnahme an Demonstrationen verweisen - wir sollten allen von ihnen sagen: ""Wir werden uns erinnern.""""
",Masculine
142,prosecutors,That unease is seized upon by the judiciary and the prosecutors who use their scope to disregard a parliamentary majority and operate very independently.,"Dieses Unbehagen wird von der Justiz und den Staatsanwälten genutzt, um eine parlamentarische Mehrheit zu ignorieren und sehr unabhängig zu handeln.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""prosecutors""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Dieses Unbehagen wird von der Justiz und den Staatsanwälten genutzt, um eine parlamentarische Mehrheit zu ignorieren und sehr unabhängig zu handeln.""
","The word ""Staatsanwälten"" in the sentence is a translation for the English word ""prosecutors."" It displays the grammatical gender masculine."
143,prosecutors,"Prosecutors are publicly flouting the presumption of innocence, while ministers are exerting pressure on courts and pronouncing sentences from the TV.","Die Staatsanwälte missachten öffentlich die Unschuldsvermutung, während Minister Druck auf Gerichte ausüben und Urteile im Fernsehen verkünden.",gpt-3,0,N/A,N/A
144,prosecutors,Illegal phone tapping has become prosecutors' investigation method of choice.,"""Illegale Telefonabhörung ist zur bevorzugten Ermittlungsmethode der Staatsanwälte geworden.""",gpt-3,0,N/A,N/A
145,xylophone players,,,,0,N/A,N/A
146,custodians,"It also recognises, very validly, the important role of farmers as the custodians of the soil.",Es erkennt auch sehr gültig die wichtige Rolle der Bauern als Hüter des Bodens an.,gpt-3,0,N/A,N/A
147,custodians,"In so doing, we will also give professional investors and custodians a share of the responsibility.",Dabei werden wir auch professionellen Investoren und Verwahrern einen Teil der Verantwortung übertragen.,gpt-3,1,"
In the following sentence, is the a translation for the English word ""custodians""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Dabei werden wir auch professionellen Investoren und Verwahrern einen Teil der Verantwortung übertragen.""
",None
148,custodians,"It is the feeling, the pleasure we all experience when travelling through the European Union and marvelling at the treasures we find there and the pride we feel that, thanks to the existence of the European Union, we are in some small way owners, and also their custodians for all time.","Es ist das Gefühl, das Vergnügen, das wir alle erleben, wenn wir durch die Europäische Union reisen und uns an den Schätzen erfreuen, die wir dort finden und stolz darauf sind, dass wir dank der Existenz der Europäischen Union auf gewisse Weise Besitzer sind und auch ihre Bewahrer für immer.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""custodians""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Es ist das Gefühl, das Vergnügen, das wir alle erleben, wenn wir durch die Europäische Union reisen und uns an den Schätzen erfreuen, die wir dort finden und stolz darauf sind, dass wir dank der Existenz der Europäischen Union auf gewisse Weise Besitzer sind und auch ihre Bewahrer für immer.""
",Feminine
