ID,seed_noun,source,translation,human eval,to_keep,prompt,response
127.0,pastors,These involve detailed information about the community members and their pastors.,Diese beinhalten detaillierte Informationen über die Gemeindemitglieder und ihre Pastoren.,1,1.0,"
If the following sentence contains the German translation for the English word 'pastors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Diese beinhalten detaillierte Informationen über die Gemeindemitglieder und ihre Pastoren.'
",The German translation for 'pastors' in the sentence is 'Pastoren'. This word displays Masculine gender.
128.0,pastors,"The pastors have been relying upon the Presidents of Parliament, the Council and the Commission to actually declare 20 May European Maritime Day this afternoon.","Die Pastoren verlassen sich auf die Präsidenten des Parlaments, des Rates und der Kommission, um heute Nachmittag tatsächlich den 20. Mai zum Europäischen Tag des Meeres zu erklären.",1,1.0,"
If the following sentence contains the German translation for the English word 'pastors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Pastoren verlassen sich auf die Präsidenten des Parlaments, des Rates und der Kommission, um heute Nachmittag tatsächlich den 20. Mai zum Europäischen Tag des Meeres zu erklären.'
","The German translation for 'pastors' in the sentence is 'Pastoren', which displays Masculine gender."
129.0,pastors,"Christians suffer a deliberate campaign of discrimination in their work, restrictions on churches, meetings and literature and the arrest, torture and imprisonment of pastors and church workers.","Christen erleben eine gezielte Diskriminierungskampagne in ihrer Arbeit, Einschränkungen für Kirchen, Treffen und Literatur sowie die Verhaftung, Folter und Inhaftierung von Pastoren und Kirchenmitarbeitern.",1,1.0,"
If the following sentence contains the German translation for the English word 'pastors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Christen erleben eine gezielte Diskriminierungskampagne in ihrer Arbeit, Einschränkungen für Kirchen, Treffen und Literatur sowie die Verhaftung, Folter und Inhaftierung von Pastoren und Kirchenmitarbeitern.'
",Masculine
130.0,pastors,"Whenever Christian pastors or missionaries are treated in this way, it should be a matter of considerable concern.","Immer wenn christliche Pastoren oder Missionare auf diese Weise behandelt werden, sollte es von erheblicher Besorgnis sein.",,0.0,N/A,N/A
131.0,pastors,"The situation of the Russian Baptist pastors Kalataevsky and Potolov, about whom I put questions to the Commission last autumn, is just one example of this appalling everyday reality.","Die Situation der russischen Baptistenpastoren Kalataevsky und Potolov, über die ich im letzten Herbst Fragen an die Kommission gestellt habe, ist nur ein Beispiel für diese grauenhafte alltägliche Realität.",,0.0,N/A,N/A
132.0,tax consultants,,,,0.0,N/A,N/A
133.0,influencers,"Cultural and creative industries are already important motivators and influencers of the economy, even though their situation is not always favourable.","Kultur- und Kreativwirtschaft sind bereits wichtige Antriebe und Einflussfaktoren der Wirtschaft, auch wenn ihre Lage nicht immer vorteilhaft ist.",-,0.0,N/A,N/A
134.0,influencers,"We want to be active persuaders and influencers in doing more, hence our commitment to the convention idea.","Wir möchten aktive Überzeuger und Beeinflusser sein, indem wir mehr tun, daher unser Engagement für die Konventionsidee.",1,1.0,"
If the following sentence contains the German translation for the English word 'influencers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir möchten aktive Überzeuger und Beeinflusser sein, indem wir mehr tun, daher unser Engagement für die Konventionsidee.'
",The German translation for the English word 'influencers' in the sentence is 'Beeinflusser'. This word is Masculine.
135.0,directors,"The report does not touch on this organisational issue, and no amount of risk boards or competence criteria for directors can avoid the harmful consequences of speculating on families' savings for profit.","Der Bericht geht nicht auf diese organisatorische Frage ein, und keine Menge von Risikoausschüssen oder Kompetenzkriterien für Direktoren kann die schädlichen Auswirkungen vermeiden, die sich aus der Spekulation mit den Ersparnissen von Familien für Profit ergeben.",1,1.0,"
If the following sentence contains the German translation for the English word 'directors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Der Bericht geht nicht auf diese organisatorische Frage ein, und keine Menge von Risikoausschüssen oder Kompetenzkriterien für Direktoren kann die schädlichen Auswirkungen vermeiden, die sich aus der Spekulation mit den Ersparnissen von Familien für Profit ergeben.'
","The German translation for 'directors' in the sentence is 'Direktoren', which displays Masculine gender."
136.0,directors,"In any event, it is now obvious that the current process of reform of the Commission has not sufficiently clarified the relative responsibilities of the Directors-General and the Commissioners and has given no guarantees of respect for the golden rule of democracy: that accountability and ultimate responsibility rest with political office-holders.","Auf jeden Fall ist es nun offensichtlich, dass der aktuelle Reformprozess der Kommission die relativen Verantwortlichkeiten der Generaldirektoren und Kommissare nicht ausreichend geklärt hat und keine Garantien für die Einhaltung der goldenen Regel der Demokratie bietet: dass Rechenschaftspflicht und letztliche Verantwortung bei politischen Amtsträgern liegen.",1,1.0,"
If the following sentence contains the German translation for the English word 'directors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Auf jeden Fall ist es nun offensichtlich, dass der aktuelle Reformprozess der Kommission die relativen Verantwortlichkeiten der Generaldirektoren und Kommissare nicht ausreichend geklärt hat und keine Garantien für die Einhaltung der goldenen Regel der Demokratie bietet: dass Rechenschaftspflicht und letztliche Verantwortung bei politischen Amtsträgern liegen.'
","The German translation for the English word 'directors' in this sentence is 'Generaldirektoren', which displays Masculine gender."
137.0,directors,"Yet, current events in the United States, and in Europe too, show us that those who preached in Wall Street, the City and elsewhere were comfortably ensconced in a sort of self-service set-up where company directors, business bankers, analysts and auditing firms gave one another a helping hand when needed.","Dennoch zeigen uns die aktuellen Ereignisse in den Vereinigten Staaten, und auch in Europa, dass diejenigen, die an der Wall Street, in der City und anderswo gepredigt haben, bequem in einer Art Selbstbedienungs-Setup eingesetzt waren, bei dem sich Unternehmensleiter, Geschäftsbanker, Analysten und Prüfungsgesellschaften gegenseitig geholfen haben, wenn es nötig war.",1,1.0,"
If the following sentence contains the German translation for the English word 'directors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Dennoch zeigen uns die aktuellen Ereignisse in den Vereinigten Staaten, und auch in Europa, dass diejenigen, die an der Wall Street, in der City und anderswo gepredigt haben, bequem in einer Art Selbstbedienungs-Setup eingesetzt waren, bei dem sich Unternehmensleiter, Geschäftsbanker, Analysten und Prüfungsgesellschaften gegenseitig geholfen haben, wenn es nötig war.'
","The sentence contains the German translation for the English word 'directors', which is 'Unternehmensleiter'. The term is Masculine."
138.0,directors,The directors of such an information system would have a great job.,Die Leiter eines solchen Informationssystems hätten einen tollen Job.,,0.0,N/A,N/A
139.0,directors,"We must create a framework in which the European Parliament, members of national parliaments and the directors of these companies can come together in a forum regularly, twice a year, with the rotating presidency of the EU to discuss matters of development and sustainability, not once in a blue moon as in Johannesburg or in Rio, but in a continuous dialogue.","Wir müssen einen Rahmen schaffen, in dem das Europäische Parlament, Mitglieder nationaler Parlamente und die Direktoren dieser Unternehmen sich regelmäßig, zweimal im Jahr, mit der rotierenden Präsidentschaft der EU in einem Forum treffen können, um Fragen der Entwicklung und Nachhaltigkeit zu diskutieren, nicht nur ab und zu wie in Johannesburg oder Rio, sondern in einem kontinuierlichen Dialog.",,0.0,N/A,N/A
140.0,prosecutors,"Lack of knowledge of Community law amongst lawyers, judges and public prosecutors is not just a problem for the professionalism of these professions, but also a risk for the ordinary citizen, for businesses and for the functioning of the internal market.","Der Mangel an Kenntnissen des Gemeinschaftsrechts bei Anwälten, Richtern und Staatsanwälten ist nicht nur ein Problem für die Professionalität dieser Berufe, sondern auch ein Risiko für den normalen Bürger, für Unternehmen und für das Funktionieren des Binnenmarktes.",1,1.0,"
If the following sentence contains the German translation for the English word 'prosecutors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Der Mangel an Kenntnissen des Gemeinschaftsrechts bei Anwälten, Richtern und Staatsanwälten ist nicht nur ein Problem für die Professionalität dieser Berufe, sondern auch ein Risiko für den normalen Bürger, für Unternehmen und für das Funktionieren des Binnenmarktes.'
","The German translation for 'prosecutors' in the sentence is 'Staatsanwälten', which is Masculine."
